CountryID,Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
231,Ethiopia,"Transport, storage and communication (ISIC I)",,,,,,,,,,,,,,,,,,,,,"401,846,208","374,284,383","271,118,158","209,464,485","237,567,878","249,316,612","271,182,546","267,092,336","278,417,589","272,054,891","287,716,539","332,851,515","350,240,145","391,456,275","466,619,317","633,046,435","634,352,649","710,898,455","782,650,228","871,510,349","891,746,411","1,177,006,585","1,678,723,557","2,058,362,418","2,337,192,123","2,602,696,878","3,241,981,668","3,253,925,809","3,024,006,327","3,436,025,422","4,017,294,490","4,195,414,074"
231,Ethiopia,Other Activities (ISIC J-P),,,,,,,,,,,,,,,,,,,,,"2,102,340,726","1,958,784,408","1,416,683,548","1,096,832,759","1,244,512,502","1,296,755,310","1,428,968,895","1,400,967,366","1,417,980,590","1,489,709,486","1,650,917,032","1,676,134,481","1,764,639,958","2,006,417,484","2,121,661,304","2,423,389,530","2,957,567,559","3,719,585,320","4,829,745,384","5,064,652,022","5,218,429,324","6,437,529,242","7,684,123,897","9,019,770,597","10,004,305,496","11,311,109,044","12,036,929,040","13,565,683,677","14,308,190,159","16,253,459,352","16,569,674,105","17,202,255,164"
231,Ethiopia,Total Value Added,,,,,,,,,,,,,,,,,,,,,"10,658,710,064","12,225,580,333","9,897,718,162","7,095,440,094","6,767,323,091","7,157,601,794","7,759,916,232","8,140,342,076","7,352,139,851","7,000,037,211","7,668,389,716","7,532,957,684","7,202,446,850","7,951,566,627","9,178,918,197","11,284,380,344","14,040,938,965","17,814,899,258","24,065,704,685","26,879,818,707","24,501,608,353","28,336,610,849","39,215,923,681","43,175,849,428","50,264,616,447","58,676,074,975","67,362,126,190","72,182,885,956","76,147,088,659","88,494,701,537","92,263,423,480","95,263,247,126"
230,Ethiopia (Former),Final consumption expenditure,"2,273,312,056","2,440,721,759","2,636,430,866","2,961,952,078","3,346,344,175","3,559,336,182","3,847,228,762","4,490,154,213","4,936,716,831","5,343,438,719","5,603,893,162","5,872,939,344","6,120,575,465","6,762,461,593","7,713,788,937","9,508,631,147","9,597,805,094","9,512,754,865","9,373,311,241","9,224,341,555","10,624,367,774","12,717,049,795","10,346,126,558","7,445,970,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Household consumption expenditure (including Non-profit institutions serving households),"2,018,930,589","2,175,435,919","2,319,769,814","2,594,561,225","2,940,453,745","3,053,462,842","3,247,192,723","3,800,667,074","4,077,889,267","4,534,221,525","4,707,857,820","4,903,250,618","5,090,398,117","5,562,043,073","6,383,732,146","8,122,312,317","8,106,999,619","7,894,627,966","7,986,853,835","7,733,258,927","8,407,445,917","10,544,962,425","9,264,766,820","6,612,334,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),General government final consumption expenditure,"254,381,468","265,285,840","316,661,051","367,390,853","405,890,429","505,873,340","600,036,039","689,487,139","858,827,564","809,217,194","896,035,341","969,688,726","1,030,177,348","1,200,418,519","1,330,056,791","1,386,318,830","1,490,805,475","1,618,126,899","1,386,457,406","1,491,082,628","2,216,921,857","2,172,087,370","1,081,359,738","833,635,968",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Gross capital formation,"294,024,588","318,895,207","376,089,563","389,054,340","380,392,362","401,663,848","353,023,513","388,637,661","377,897,986","484,255,413","591,721,452","638,698,869","749,490,743","775,612,405","1,261,600,023","1,189,263,114","1,295,274,100","1,529,399,017","1,698,947,307","1,636,449,327","1,440,648,389","1,369,740,818","980,447,194","1,121,481,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Gross fixed capital formation (including Acquisitions less disposals of valuables),"294,024,588","318,895,207","376,089,563","389,054,340","380,392,362","401,663,848","353,023,513","388,637,661","377,897,986","484,255,413","591,721,452","638,698,869","749,490,743","775,612,405","1,261,600,023","1,189,263,114","1,295,274,100","1,529,399,017","1,698,947,307","1,636,449,327","1,440,648,389","1,369,740,818","980,447,194","1,121,481,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Exports of goods and services,"280,829,338","269,772,460","305,935,234","446,664,177","573,567,937","473,307,874","526,659,808","582,159,677","599,758,886","653,110,821","838,041,097","794,874,531","745,679,891","791,271,544","877,604,673","787,599,267","949,941,581","877,881,826","787,807,132","949,941,581","888,220,029","728,795,316","480,963,447","657,285,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Imports of goods and services,"289,090,712","319,930,581","360,312,634","377,163,341","453,976,458","606,479,844","566,846,979","731,129,363","880,376,203","947,793,647","1,144,918,650","1,137,920,540","1,263,955,823","1,379,320,720","1,600,973,755","1,551,848,402","1,737,679,425","1,601,250,908","1,552,056,267","1,737,748,713","1,412,877,795","1,645,434,451","1,140,665,737","1,336,899,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Gross Domestic Product (GDP),"2,559,075,270","2,709,458,845","2,958,143,029","3,420,507,255","3,846,328,015","3,827,828,059","4,160,065,103","4,729,822,188","5,033,997,501","5,533,011,307","5,888,737,060","6,168,592,206","6,351,790,276","6,950,163,398","8,210,169,790","9,614,572,845","10,042,150,489","10,740,506,521","10,435,499,749","10,722,353,005","11,540,145,779","13,170,151,478","10,666,871,462","7,887,838,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),"Agriculture, hunting, forestry, fishing (ISIC A-B)","1,335,129,796","1,383,259,730","1,425,535,967","1,593,257,135","1,805,096,870","1,679,130,875","1,897,735,228","2,215,768,187","2,402,569,245","2,533,454,704","2,707,021,711","2,821,070,131","2,666,488,098","3,037,249,397","2,740,626,500","2,677,158,484","3,028,172,638","3,022,075,274","2,984,659,632","3,183,586,129","3,223,281,789","3,457,868,628","3,237,871,578","2,222,814,882",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),"Mining, Manufacturing, Utilities (ISIC C-E)","236,137,601","265,918,568","302,941,983","351,809,545","388,429,796","431,319,208","438,317,320","473,654,315","473,377,162","566,084,808","619,090,301","649,577,121","652,695,091","689,209,987","698,841,049","756,488,854","820,441,886","980,081,959","979,042,636","1,011,815,967","1,000,194,024","1,016,749,776","687,918,812","600,430,266",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Manufacturing (ISIC D),"213,590,935","241,414,716","274,319,017","317,093,296","351,707,036","394,527,160","403,603,918","440,673,119","440,742,407","525,412,620","575,092,278","603,777,604","604,955,503","639,530,328","643,687,621","695,030,197","733,693,028","878,366,843","869,497,951","891,600,895","867,891,050","867,040,078","583,825,497","514,740,753",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Construction (ISIC F),"109,004,238","120,333,473","137,689,563","159,503,395","163,312,349","160,956,549","153,126,980","144,050,222","146,198,158","158,947,191","205,023,861","222,276,630","235,857,122","250,823,379","281,310,199","277,984,364","288,446,886","307,709,013","306,323,248","304,660,330","284,976,079","270,602,680","177,610,182","162,730,366",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),"Wholesale, retail trade, restaurants and hotels (ISIC G-H)","201,141,503","217,198,467","243,887,627","301,785,344","368,959,805","362,169,559","382,193,856","423,558,927","410,532,740","514,742,233","562,758,974","591,305,723","619,021,013","679,301,770","691,150,057","666,622,024","718,033,888","732,307,263","748,451,419","775,889,557","753,283,341","790,744,393","656,418,913","491,290,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),"Transport, storage and communication (ISIC I)","115,946,086","127,868,695","152,094,585","174,879,687","182,297,323","189,087,569","209,596,884","200,312,262","206,617,490","230,591,217","246,042,491","252,763,449","308,540,472","362,377,423","391,339,902","425,429,709","501,577,470","485,987,619","498,043,770","542,526,811","566,591,430","600,828,517","348,089,279","334,840,411",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Other Activities (ISIC J-P),"396,718,053","421,454,759","492,015,694","582,317,236","653,872,991","713,253,001","750,668,643","794,181,649","875,526,027","923,057,750","987,495,800","1,072,997,472","1,141,662,103","1,254,324,760","1,273,309,733","1,383,200,860","1,445,144,534","1,557,945,766","1,808,630,569","1,892,746,475","2,015,339,861","2,298,887,779","1,327,253,903","1,245,273,618",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Ethiopia (Former),Total Value Added,"2,394,077,277","2,536,033,692","2,754,165,420","3,163,552,342","3,561,969,135","3,535,916,762","3,831,638,911","4,251,525,562","4,514,820,822","4,926,877,903","5,327,433,139","5,609,990,526","5,624,263,900","6,273,286,716","6,076,577,439","6,186,884,294","6,801,817,302","7,086,106,894","7,325,151,274","7,711,225,271","7,843,666,525","8,435,681,773","6,435,162,668","5,057,380,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,
